225.9746171206 228.6852302003 922.5742023060
372.1852809595 292.5995614838 213.9596341294
172.7566472110 355.0045471141 27.1937561119
367.3618273800 392.0960484796 650.3859082037
360.5634211256 404.7472145162 454.6354890746
207.0289766268 315.5728697272 969.3744900849
193.2604329258 113.1688569119 664.8439439516
123.1537652666 271.4259407698 853.5271893044
130.9010311830 226.8450045045 57.9981281463
147.7253066485 336.1506439387 988.9672821639
84.9994948415 357.6601404183 119.5413060060
282.9946697769 211.9826184951 558.4526493210
74.2772131767 68.9005382953 495.8167781791
466.2808511476 261.9625183126 836.6778903159
486.6488759329 156.4213513493 613.0678998662
399.8666312556 40.8290176868 212.8608505143
339.8947603079 20.0701233025 633.0707181173
52.1649940404 151.3310492611 558.0247114311
503.6608086700 491.3087134080 537.6779668992
177.2784880038 273.5924329790 1017.6045095666
